timestamp,cpu_pct,mem_pct,bytes_sent,bytes_recv
2026-09-14T16:59:10.481995,22.1,21.8,35322600958,12477630957
2026-09-14T16:59:11.483396,23.6,21.8,35322609132,12477637630
2026-09-14T16:59:12.486053,21.5,21.8,35322616642,12477643901
2026-09-14T16:59:13.487813,22.4,21.8,35322619956,12477645910
2026-09-14T16:59:14.489003,21.5,21.8,35322623256,12477647667
2026-09-14T16:59:15.491797,21.8,21.9,35323125407,12477770614
2026-09-14T16:59:16.492824,22.3,21.9,35323813422,12477891851
2026-09-14T16:59:17.494765,21.3,21.7,35324507949,12477983381
2026-09-14T16:59:18.496230,21.2,21.6,35325220041,12478106338
2026-09-14T16:59:19.499184,20.9,21.5,35326250412,12478217852
2026-09-14T16:59:20.500620,19.8,21.6,35327330663,12478307690
2026-09-14T16:59:21.502110,18.3,21.6,35328518077,12478425821
2026-09-14T16:59:22.503666,19.4,21.6,35329450234,12478514322
2026-09-14T16:59:23.505540,19.8,21.7,35330308154,12478625122
2026-09-14T16:59:24.506833,20.1,21.7,35330892207,12478703628
2026-09-14T16:59:25.508614,21.4,21.7,35331416395,12478783818
2026-09-14T16:59:26.510030,20.7,21.7,35332338625,12478873049
2026-09-14T16:59:27.515844,19.7,21.7,35334360061,12478957300
2026-09-14T16:59:28.517829,20.6,21.7,35336589879,12479107047
2026-09-14T16:59:29.519854,21.1,21.7,35338869684,12479199041
2026-09-14T16:59:30.521517,23.8,21.8,35340784248,12479292688
2026-09-14T16:59:31.524475,23.7,21.8,35341561968,12479375886
2026-09-14T16:59:32.525977,22.9,21.8,35342325206,12479478590
2026-09-14T16:59:33.527853,23.9,21.8,35344930639,12479576732
2026-09-14T16:59:34.532021,22.7,21.8,35347666416,12479682676
2026-09-14T16:59:35.533293,23.7,21.9,35349945042,12479797906
2026-09-14T16:59:36.535989,26.1,21.9,35352743021,12479898237
2026-09-14T16:59:37.537256,27.8,21.9,35355576567,12479982771
2026-09-14T16:59:38.539895,22.4,21.9,35356929641,12480060232
2026-09-14T16:59:39.544255,20.1,21.9,35359431988,12480338437
2026-09-14T16:59:40.545555,21.0,21.9,35359512327,12480368648
2026-09-14T16:59:41.546979,18.1,21.9,35359812107,12480396295
2026-09-14T16:59:42.549702,17.8,21.9,35360380242,12480435888
2026-09-14T16:59:43.551110,19.5,21.9,35361443907,12480480770
2026-09-14T16:59:44.552760,18.2,22.0,35361492455,12480505799
2026-09-14T16:59:45.554370,19.4,22.0,35361767364,12480551051
2026-09-14T16:59:46.555966,17.8,21.9,35363224994,12480886148
2026-09-14T16:59:47.557254,17.9,21.9,35364529052,12480943844
2026-09-14T16:59:48.559053,17.3,21.9,35365130810,12480979944
2026-09-14T16:59:49.563966,18.3,21.9,35366896810,12481040157
2026-09-14T16:59:50.566039,21.2,21.9,35370450552,12481148093
2026-09-14T16:59:51.569043,22.4,21.9,35374031306,12481225876
2026-09-14T16:59:52.572323,23.5,21.9,35377469298,12481319102
2026-09-14T16:59:53.576088,25.2,21.9,35381434782,12481461947
2026-09-14T16:59:54.579972,24.9,21.9,35384453013,12481560385
2026-09-14T16:59:55.581994,23.9,22.0,35385935120,12481612974
2026-09-14T16:59:56.583994,23.7,22.0,35387813482,12481684468
2026-09-14T16:59:57.586327,24.4,22.1,35388623816,12481747689
2026-09-14T16:59:58.587603,18.9,22.1,35388739267,12481790415
2026-09-14T16:59:59.588989,19.6,22.1,35389532648,12481839967
2026-09-14T17:00:00.591987,17.9,22.1,35389972647,12481880251
2026-09-14T17:00:01.593295,18.1,22.2,35390791128,12481928820
2026-09-14T17:00:02.595489,18.1,22.1,35393461402,12482041813
2026-09-14T17:00:03.597028,18.9,22.1,35396168468,12482120828
2026-09-14T17:00:04.598208,19.2,22.1,35399006988,12482237644
2026-09-14T17:00:05.600272,17.7,22.3,35401217020,12482314805
2026-09-14T17:00:06.603857,16.5,22.3,35402452813,12482360414
2026-09-14T17:00:07.605169,15.8,22.3,35402474167,12482368512
2026-09-14T17:00:08.606690,17.4,22.3,35402498196,12482383599
2026-09-14T17:00:09.607985,17.6,22.3,35402643404,12482401696
2026-09-14T17:00:10.609280,16.9,22.3,35402731711,12482419094
2026-09-14T17:00:11.612105,17.0,22.3,35403581121,12482451693
2026-09-14T17:00:12.614243,16.7,22.3,35404414197,12482476584
2026-09-14T17:00:13.615742,18.1,22.3,35405266785,12482492900
2026-09-14T17:00:14.617237,21.9,22.0,35405311611,12482518101
2026-09-14T17:00:15.619979,23.7,22.0,35405343279,12482536112
2026-09-14T17:00:16.621136,21.5,22.1,35405346265,12482537971
2026-09-14T17:00:17.622428,20.8,22.1,35405348975,12482539376
2026-09-14T17:00:18.627986,20.2,22.1,35405351619,12482540715
2026-09-14T17:00:19.629127,22.0,22.2,35405354593,12482542384
2026-09-14T17:00:20.630410,22.5,22.2,35405357605,12482544133
2026-09-14T17:00:21.631634,22.2,22.1,35405360315,12482545538
2026-09-14T17:00:22.633981,22.7,22.1,35405363925,12482548021
2026-09-14T17:00:23.638403,18.2,22.1,35405366979,12482549504
2026-09-14T17:00:24.641187,16.0,22.1,35405369689,12482550909
2026-09-14T17:00:25.648077,18.1,22.1,35405372569,12482552484
2026-09-14T17:00:26.652472,14.9,22.1,35405375279,12482553959
2026-09-14T17:00:27.654256,20.2,22.2,35405378055,12482555298
2026-09-14T17:00:28.655859,17.6,22.1,35405381455,12482557393
2026-09-14T17:00:29.658389,16.5,22.1,35405384099,12482558774
