timestamp,cpu_pct,mem_pct,bytes_sent,bytes_recv
2026-09-10T12:01:59.406100,9.6,18.2,5898305010,13977972160
2026-09-10T12:02:00.408058,9.7,18.1,5898311867,13977982144
2026-09-10T12:02:01.409745,7.6,18.1,5898320180,13977994612
2026-09-10T12:02:02.413004,8.4,18.2,5898326417,13978005082
2026-09-10T12:02:03.417002,9.0,18.1,5898329732,13978012486
2026-09-10T12:02:04.421008,7.8,18.1,5898333113,13978020034
2026-09-10T12:02:05.422379,7.2,18.2,5898339567,13978033943
2026-09-10T12:02:06.424969,9.4,18.2,5898350245,13978049953
2026-09-10T12:02:07.427012,8.8,18.2,5898367940,13978071613
2026-09-10T12:02:08.429018,9.4,18.2,5898397919,13978107088
2026-09-10T12:02:09.430376,10.3,18.2,5898431980,13978144804
2026-09-10T12:02:10.434834,9.3,18.2,5898470568,13978187063
2026-09-10T12:02:11.441036,9.3,18.2,5898576482,13978295428
2026-09-10T12:02:12.445093,9.1,18.1,5898685358,13978410022
2026-09-10T12:02:13.449077,8.6,18.2,5898811621,13978540370
2026-09-10T12:02:14.450382,10.0,18.2,5899081320,13978816201
2026-09-10T12:02:15.451875,11.2,18.1,5899327970,13979067682
2026-09-10T12:02:16.453210,10.7,18.1,5899588859,13979332504
2026-09-10T12:02:17.457115,10.8,18.1,5899947217,13979696143
2026-09-10T12:02:18.461137,10.0,18.1,5900733158,13980495083
2026-09-10T12:02:19.462427,8.8,18.2,5901362723,13981132801
2026-09-10T12:02:20.464621,10.7,18.1,5902084110,13981863081
2026-09-10T12:02:21.467167,10.4,18.1,5902683967,13982472574
2026-09-10T12:02:22.473202,11.0,18.1,5903372625,13983171049
2026-09-10T12:02:23.474405,11.0,18.2,5904519878,13984325786
2026-09-10T12:02:24.475696,11.4,18.1,5905638487,13985466670
2026-09-10T12:02:25.481319,10.3,18.1,5906644251,13986477119
2026-09-10T12:02:26.482959,10.8,18.1,5907607070,13987490152
2026-09-10T12:02:27.485286,9.6,18.1,5908589880,13988441360
2026-09-10T12:02:28.486659,11.3,18.0,5909475962,13989338876
2026-09-10T12:02:29.488085,11.9,18.1,5910595520,13990470834
2026-09-10T12:02:30.489548,10.2,18.1,5911529717,13991415666
2026-09-10T12:02:31.493345,12.8,18.1,5912439908,13992333224
2026-09-10T12:02:32.494886,13.0,18.1,5913506640,13993411842
2026-09-10T12:02:33.496245,11.6,18.1,5914750184,13994670575
2026-09-10T12:02:34.498949,11.9,18.2,5915954732,13995886424
2026-09-10T12:02:35.499849,10.9,18.2,5917264966,13997209177
2026-09-10T12:02:36.501179,12.1,18.1,5918509216,13998471561
2026-09-10T12:02:37.503341,9.8,18.2,5919431383,13999403155
2026-09-10T12:02:38.505501,11.6,18.2,5920586190,14000578493
2026-09-10T12:02:39.506896,12.5,18.1,5921853896,14001862526
2026-09-10T12:02:40.508409,9.3,18.2,5922995386,14003013037
2026-09-10T12:02:41.510028,9.8,18.2,5923954415,14003982113
2026-09-10T12:02:42.511734,10.8,18.2,5925217354,14005304151
2026-09-10T12:02:43.517525,11.5,18.2,5926392286,14006444857
2026-09-10T12:02:44.519479,10.6,18.2,5927833198,14007901142
2026-09-10T12:02:45.520874,10.4,18.2,5928971640,14009048885
2026-09-10T12:02:46.522273,12.7,18.1,5930284581,14010376804
2026-09-10T12:02:47.523570,11.4,18.1,5931330978,14011430388
2026-09-10T12:02:48.525056,11.2,18.2,5932797265,14012906209
2026-09-10T12:02:49.529586,12.5,18.1,5933981367,14014100056
2026-09-10T12:02:50.530966,11.2,18.2,5934856338,14014982154
2026-09-10T12:02:51.532234,12.5,18.2,5935875383,14016053951
2026-09-10T12:02:52.534167,12.0,18.2,5937094682,14017231251
2026-09-10T12:02:53.537618,9.5,18.2,5938259116,14018324000
2026-09-10T12:02:54.538968,11.3,18.2,5939520684,14019660303
2026-09-10T12:02:55.540199,11.3,18.2,5940809277,14020917015
2026-09-10T12:02:56.544172,11.0,18.2,5942087141,14022151387
2026-09-10T12:02:57.545977,10.4,18.2,5943614524,14023676589
2026-09-10T12:02:58.547232,10.3,18.2,5944438104,14024565659
2026-09-10T12:02:59.549600,10.8,18.2,5945770338,14025845094
2026-09-10T12:03:00.553729,12.8,18.1,5947299858,14027339566
2026-09-10T12:03:01.556659,10.7,18.1,5948260970,14028339924
2026-09-10T12:03:02.557750,11.1,18.2,5949155114,14029201132
2026-09-10T12:03:03.559214,12.1,18.1,5951138274,14031224717
2026-09-10T12:03:04.561225,8.9,18.2,5952270905,14032346044
2026-09-10T12:03:05.565820,11.2,18.2,5953133473,14033216470
2026-09-10T12:03:06.567426,12.6,18.2,5954262155,14034355231
2026-09-10T12:03:07.569103,12.3,18.2,5955316499,14035422672
2026-09-10T12:03:08.570537,13.0,18.2,5956622184,14036726636
2026-09-10T12:03:09.573851,12.0,18.2,5957774839,14037790801
2026-09-10T12:03:10.575227,12.1,18.1,5958652730,14038669094
2026-09-10T12:03:11.577425,11.0,18.2,5960095768,14040044080
2026-09-10T12:03:12.579960,11.2,18.1,5961080452,14040976142
2026-09-10T12:03:13.581992,11.5,18.2,5962529096,14042303025
2026-09-10T12:03:14.585985,11.6,18.2,5963743156,14043506351
2026-09-10T12:03:15.587687,11.1,18.2,5964876221,14044596018
2026-09-10T12:03:16.589992,11.8,18.3,5966100628,14045799162
2026-09-10T12:03:17.593979,11.4,18.2,5967469427,14047204993
2026-09-10T12:03:18.597026,10.4,18.2,5968718963,14048331540
2026-09-10T12:03:19.599738,10.4,18.2,5969776975,14049388738
2026-09-10T12:03:20.601261,11.8,18.1,5971171251,14050720076
2026-09-10T12:03:21.602963,11.0,18.1,5972501872,14052042419
2026-09-10T12:03:22.604429,11.3,18.2,5973856858,14053440687
2026-09-10T12:03:23.606000,12.3,18.2,5974981478,14054545843
2026-09-10T12:03:24.607360,10.1,18.2,5975768971,14055340921
2026-09-10T12:03:25.612769,10.4,18.2,5976935869,14056518523
2026-09-10T12:03:26.614281,12.3,18.2,5978239781,14057831278
2026-09-10T12:03:27.618059,10.8,18.2,5979548783,14059167249
2026-09-10T12:03:28.622082,11.7,18.2,5980720161,14060309302
2026-09-10T12:03:29.623468,11.7,18.2,5981701979,14061250580
2026-09-10T12:03:30.624805,11.1,18.2,5982709222,14062235139
2026-09-10T12:03:31.626075,12.5,18.2,5983952596,14063440389
