latency_ms
9.666
9.752
9.884
10.960
11.307
11.741
11.831
12.597
13.163
14.134
14.539
14.598
14.635
15.407
16.868
16.967
17.618
17.959
19.514
19.522
19.711
20.043
20.078
20.663
21.108
21.262
21.346
21.959
22.015
22.077
22.147
22.213
22.625
22.658
22.934
22.994
23.051
23.105
23.623
23.734
23.875
24.952
25.009
25.600
25.601
25.890
26.122
27.231
28.118
28.158
28.212
28.592
28.686
29.219
29.226
29.842
30.170
30.315
32.104
32.207
32.325
32.888
33.485
34.469
34.869
34.993
35.083
36.106
36.612
36.659
38.267
38.826
38.847
38.854
39.617
39.879
40.071
40.403
40.784
41.618
42.265
42.288
42.861
42.883
45.348
45.647
47.243
50.404
51.242
52.228
52.277
53.193
54.794
55.377
55.713
55.801
55.868
56.255
57.597
57.914
57.922
60.823
61.033
61.094
61.252
62.458
63.180
63.906
65.221
66.683
66.907
66.954
70.493
73.544
73.602
73.778
73.897
74.252
74.389
74.426
74.678
74.888
75.396
75.468
77.233
77.400
78.006
78.394
79.621
80.279
80.780
81.441
82.371
82.378
82.674
82.826
83.375
84.505
85.914
85.949
88.243
89.199
90.957
92.755
93.069
96.949
98.174
100.509
100.625
104.049
104.196
104.583
110.218
113.090
113.917
113.969
114.281
114.421
114.982
115.438
116.571
118.262
118.332
118.802
118.982
119.778
122.832
123.666
124.749
126.766
126.829
126.954
127.693
128.165
129.301
129.949
130.126
130.318
133.187
133.431
133.521
134.705
140.168
144.359
144.586
144.844
146.551
148.125
148.250
151.016
151.941
152.725
159.553
159.619
159.828
163.422
165.021
165.321
165.976
168.747
169.094
170.281
170.870
172.004
174.822
176.383
177.183
178.029
184.739
185.259
189.672
189.876
190.832
191.388
193.345
193.623
194.548
194.691
196.383
196.398
202.102
205.255
205.897
206.222
206.486
206.703
208.225
211.969
212.176
215.968
216.138
220.536
222.771
223.317
228.181
230.012
230.417
232.659
235.215
237.064
237.505
241.561
246.494
246.570
246.583
247.220
247.955
250.328
251.180
251.900
253.812
263.829
266.144
266.583
266.963
268.098
268.293
268.361
273.933
274.284
274.706
275.987
277.166
280.571
280.840
284.178
284.361
288.541
288.563
292.083
294.032
295.827
303.033
304.500
306.098
309.160
326.794
330.553
332.503
332.574
334.323
335.305
336.988
337.381
345.807
350.541
353.058
353.198
354.651
364.409
366.311
366.772
369.014
369.589
381.954
383.592
384.169
394.671
397.166
399.698
405.356
406.551
419.435
419.538
421.790
422.012
423.851
423.999
424.065
428.349
428.500
441.363
467.289
480.168
480.533
504.108
515.293
522.152
523.418
527.053
549.775
560.301
562.731
580.140
582.504
583.649
588.432
592.420
595.511
596.598
602.231
615.551
619.195
624.025
649.905
656.059
675.678
679.639
688.657
699.312
700.212
704.331
709.134
718.684
747.347
747.889
748.151
752.276
758.398
758.706
772.224
780.417
780.762
781.716
785.957
789.068
791.649
793.237
805.136
810.389
819.004
826.401
832.428
833.717
846.863
868.982
877.867
879.842
881.924
895.149
895.841
898.462
899.206
909.473
909.883
911.329
928.971
951.359
962.432
964.291
973.800
993.052
993.202
995.484
1000.535
1001.830
1007.332
1025.573
1025.634
1033.361
1035.798
1039.385
1044.166
1046.120
1050.122
1051.538
1051.756
1055.930
1057.253
1063.312
1064.545
1064.867
1066.047
1066.427
1069.294
1072.644
1076.153
1084.173
1097.840
1100.403
1101.712
1102.403
1105.679
1106.180
1108.847
1112.468
1116.104
1116.995
1117.376
1118.970
1124.618
1129.241
1131.069
1133.970
1155.553
1157.958
1157.974
1160.205
1164.271
1164.478
1172.385
1175.973
1187.507
1190.930
1204.482
1206.610
1209.600
1214.502
1215.278
1221.839
1227.133
1230.866
1232.080
1241.850
1244.209
1249.300
1250.892
1250.900
1251.486
1256.628
1257.636
1257.713
1259.148
1260.965
1277.084
1277.105
1279.127
1282.436
1289.837
1308.260
1319.206
1325.965
1327.878
1331.835
1337.591
1338.597
1345.388
1351.549
1368.351
1370.417
1371.101
1374.371
1381.308
1383.700
1383.734
1394.527
1395.048
1395.638
1399.516
1409.613
1416.683
1417.381
1422.803
1424.607
1428.698
1430.283
1437.712
1443.198
1448.652
1454.841
1470.389
1472.854
1477.469
1483.843
1489.314
1492.390
1492.644
1499.927
1501.435
1504.739
1504.781
1509.988
1513.248
1516.058
1519.030
1521.367
1521.506
1522.711
1522.736
1525.618
1527.113
1539.680
1551.552
1556.647
1563.488
1566.707
1581.816
1603.167
1609.368
1614.882
1619.015
1699.173
1713.600
2003.108
2487.118
