latency_ms
4.481
4.601
4.716
4.741
4.766
4.881
4.949
5.008
5.055
5.109
5.125
5.178
5.291
5.298
5.300
5.303
5.352
5.393
5.439
5.548
5.587
5.627
5.649
5.722
5.739
5.774
5.828
5.876
5.882
5.950
6.005
6.073
6.085
6.097
6.100
6.172
6.184
6.202
6.210
6.240
6.263
6.277
6.337
6.451
6.465
6.537
6.568
6.582
6.612
6.620
6.638
6.640
6.652
6.660
6.674
6.677
6.714
6.716
6.729
6.774
6.777
6.788
6.825
6.858
6.907
6.915
6.950
7.026
7.030
7.044
7.053
7.065
7.117
7.141
7.161
7.185
7.211
7.220
7.222
7.229
7.240
7.282
7.309
7.320
7.366
7.379
7.445
7.503
7.537
7.542
7.571
7.572
7.586
7.600
7.609
7.621
7.648
7.659
7.661
7.669
7.690
7.698
7.699
7.755
7.756
7.761
7.766
7.768
7.779
7.783
7.804
7.833
7.860
7.900
7.902
7.948
7.949
7.952
7.955
7.964
7.979
7.982
7.983
8.017
8.070
8.092
8.099
8.123
8.158
8.168
8.187
8.193
8.201
8.207
8.332
8.333
8.372
8.413
8.444
8.462
8.465
8.467
8.487
8.491
8.491
8.496
8.509
8.517
8.521
8.543
8.551
8.627
8.633
8.665
8.667
8.667
8.671
8.673
8.673
8.688
8.690
8.695
8.696
8.725
8.726
8.743
8.751
8.759
8.763
8.817
8.827
8.830
8.836
8.878
8.908
8.953
8.954
9.019
9.053
9.056
9.066
9.133
9.135
9.156
9.200
9.207
9.221
9.230
9.239
9.258
9.264
9.271
9.271
9.282
9.289
9.294
9.305
9.323
9.327
9.331
9.332
9.345
9.364
9.370
9.378
9.378
9.389
9.415
9.420
9.454
9.461
9.467
9.484
9.512
9.524
9.530
9.537
9.546
9.582
9.651
9.669
9.671
9.686
9.733
9.748
9.750
9.760
9.786
9.789
9.800
9.820
9.844
9.863
9.867
9.867
9.879
9.882
9.882
9.901
9.923
9.926
9.952
9.953
9.970
9.984
9.989
10.005
10.022
10.027
10.032
10.041
10.044
10.083
10.085
10.116
10.138
10.165
10.192
10.212
10.216
10.217
10.218
10.221
10.223
10.226
10.257
10.259
10.270
10.272
10.274
10.297
10.307
10.338
10.358
10.366
10.371
10.388
10.392
10.393
10.424
10.430
10.440
10.452
10.477
10.480
10.492
10.500
10.515
10.532
10.534
10.536
10.548
10.558
10.562
10.572
10.586
10.606
10.659
10.659
10.681
10.721
10.738
10.750
10.752
10.752
10.756
10.762
10.789
10.801
10.810
10.813
10.848
10.856
10.856
10.864
10.864
10.878
10.885
10.921
10.925
10.945
10.946
10.949
10.958
10.964
11.020
11.030
11.037
11.037
11.039
11.039
11.048
11.055
11.059
11.070
11.076
11.116
11.136
11.141
11.151
11.193
11.198
11.231
11.246
11.268
11.317
11.319
11.320
11.322
11.379
11.379
11.403
11.419
11.420
11.426
11.472
11.475
11.476
11.485
11.506
11.519
11.524
11.590
11.593
11.596
11.629
11.642
11.678
11.712
11.737
11.802
11.822
11.826
11.835
11.838
11.839
11.841
11.841
11.842
11.845
11.858
11.868
11.896
11.918
11.923
11.954
11.970
11.996
12.011
12.051
12.058
12.066
12.080
12.081
12.085
12.100
12.103
12.109
12.119
12.120
12.127
12.129
12.130
12.131
12.132
12.132
12.158
12.160
12.168
12.171
12.172
12.172
12.174
12.214
12.287
12.291
12.303
12.327
12.334
12.365
12.409
12.413
12.435
12.465
12.473
12.474
12.475
12.478
12.486
12.509
12.525
12.550
12.570
12.570
12.573
12.580
12.612
12.629
12.638
12.663
12.673
12.681
12.700
12.704
12.723
12.732
12.741
12.758
12.760
12.763
12.779
12.788
12.802
12.806
12.835
12.844
12.870
12.875
12.883
12.883
12.902
12.903
12.907
12.908
12.909
12.918
12.926
12.958
12.960
12.972
12.980
12.993
13.009
13.028
13.034
13.048
13.052
13.099
13.111
13.111
13.113
13.131
13.157
13.160
13.162
13.216
13.220
13.226
13.255
13.260
13.260
13.275
13.333
13.338
13.345
13.353
13.370
13.383
13.404
13.407
13.410
13.421
13.432
13.451
13.466
13.487
13.502
13.505
13.512
13.523
13.527
13.582
13.589
13.631
13.700
13.703
13.724
13.730
13.738
13.747
13.749
13.762
13.775
13.777
13.781
13.789
13.794
13.795
13.826
13.828
13.844
13.858
13.858
13.871
13.883
13.896
13.900
13.927
13.977
13.980
13.990
14.006
14.011
14.019
14.023
14.025
14.026
14.043
14.044
14.054
14.065
14.066
14.070
14.087
14.113
14.190
14.202
14.246
14.257
14.266
14.285
14.290
14.309
14.314
14.318
14.339
14.348
14.366
14.374
14.375
14.390
14.417
14.423
14.440
14.456
14.460
14.463
14.488
14.506
14.533
14.560
14.566
14.572
14.575
14.581
14.605
14.606
14.637
14.662
14.677
14.688
14.696
14.729
14.737
14.741
14.757
14.759
14.775
14.776
14.779
14.784
14.784
14.802
14.815
14.815
14.828
14.834
14.837
14.839
14.854
14.864
14.884
14.885
14.910
14.910
14.944
14.948
14.963
14.973
14.983
15.002
15.007
15.011
15.029
15.090
15.110
15.113
15.114
15.138
15.162
15.167
15.194
15.213
15.221
15.227
15.230
15.244
15.246
15.257
15.260
15.268
15.281
15.282
15.325
15.327
15.346
15.352
15.356
15.380
15.418
15.436
15.439
15.450
15.452
15.491
15.502
15.506
15.510
15.511
15.526
15.528
15.546
15.555
15.557
15.559
15.561
15.564
15.564
15.567
15.570
15.623
15.643
15.665
15.690
15.691
15.694
15.725
15.747
15.754
15.759
15.761
15.786
15.810
15.817
15.824
15.830
15.874
15.884
15.894
15.903
15.925
15.963
15.972
15.983
15.990
15.992
15.996
15.998
16.001
16.006
16.016
16.025
16.028
16.033
16.034
16.049
16.049
16.058
16.070
16.089
16.104
16.116
16.117
16.131
16.134
16.136
16.149
16.167
16.201
16.203
16.218
16.219
16.240
16.262
16.270
16.273
16.278
16.279
16.307
16.320
16.342
16.355
16.377
16.406
16.407
16.409
16.424
16.439
16.456
16.468
16.469
16.492
16.529
16.544
16.553
16.567
16.580
16.604
16.611
16.615
16.617
16.630
16.643
16.654
16.658
16.660
16.662
16.692
16.707
16.708
16.714
16.723
16.733
16.740
16.774
16.779
16.808
16.809
16.823
16.827
16.861
16.904
16.906
16.912
16.923
16.925
16.952
16.955
16.957
16.983
16.997
17.046
17.064
17.077
17.079
17.079
17.091
17.091
17.100
17.101
17.105
17.112
17.114
17.124
17.130
17.139
17.147
17.176
17.180
17.187
17.191
17.201
17.205
17.222
17.235
17.236
17.256
17.284
17.335
17.340
17.354
17.378
17.394
17.403
17.430
17.446
17.458
17.459
17.482
17.483
17.501
17.533
17.556
17.569
17.589
17.595
17.602
17.616
17.629
17.638
17.641
